sheet,sheet_state,cell,names,formula,status,implemented_in
80G,hidden,P8,Per10080G.DonationAmtTotal,"SUM(L8,M8)",TO_IMPLEMENT,
80G,hidden,Q8,Per10080G.EligibleAmt,"MIN(SUM(IF(L8>2000,0,L8),M8),TOTAL_INCOME)",TO_IMPLEMENT,
80G,hidden,U8,,"IF(J8="""","""",COUNTIF(PerNO5080G.DoneePAN,J8)+COUNTIF(PerYES10080G.DoneePAN,J8)+COUNTIF(Per5080G.DoneePAN,J8))",TO_IMPLEMENT,
80G,hidden,X8,Data_80G_A,"IF(L8>0,""Data"",""NoData"")",TO_IMPLEMENT,
80G,hidden,Y8,comb_80G_A,"TRIM(J8)&""_""&TRIM(X8)",TO_IMPLEMENT,
80G,hidden,Z8,Comb_donation_80G_A,"IF(RIGHT(TRIM(J8)&""_""&TRIM(X8),7)=""_NoData"",0,
 IF(COUNTIF(comb_80G_A, TRIM(J8)&""_""&TRIM(X8))>1,1,0))",TO_IMPLEMENT,
80G,hidden,AA8,Comb_PAN_80G_A,"COUNTIF(PerNO5080G.DoneePAN,JK8)+COUNTIF(PerYES10080G.DoneePAN,JK8)+COUNTIF(Per5080G.DoneePAN,JK8)",TO_IMPLEMENT,
80G,hidden,D9,,D8+1,TO_IMPLEMENT,
80G,hidden,P9,,"SUM(L9,M9)",TO_IMPLEMENT,
80G,hidden,Q9,,"MIN(SUM(IF(L9>2000,0,L9),M9),TOTAL_INCOME)",TO_IMPLEMENT,
80G,hidden,U9,,"IF(J9="""","""",COUNTIF(PerNO5080G.DoneePAN,J9)+COUNTIF(PerYES10080G.DoneePAN,J9)+COUNTIF(Per5080G.DoneePAN,J9))",TO_IMPLEMENT,
80G,hidden,X9,,"IF(L9>0,""Data"",""NoData"")",TO_IMPLEMENT,
80G,hidden,Y9,,"TRIM(J9)&""_""&TRIM(X9)",TO_IMPLEMENT,
80G,hidden,Z9,,"IF(RIGHT(TRIM(J9)&""_""&TRIM(X9),7)=""_NoData"",0,
 IF(COUNTIF(comb_80G_A, TRIM(J9)&""_""&TRIM(X9))>1,1,0))",TO_IMPLEMENT,
80G,hidden,AA9,,"COUNTIF(PerNO5080G.DoneePAN,JK9)+COUNTIF(PerYES10080G.DoneePAN,JK9)+COUNTIF(Per5080G.DoneePAN,JK9)",TO_IMPLEMENT,
80G,hidden,D10,,D9+1,TO_IMPLEMENT,
80G,hidden,P10,,"SUM(L10,M10)",TO_IMPLEMENT,
80G,hidden,Q10,,"MIN(SUM(IF(L10>2000,0,L10),M10),TOTAL_INCOME)",TO_IMPLEMENT,
80G,hidden,U10,,"IF(J10="""","""",COUNTIF(PerNO5080G.DoneePAN,J10)+COUNTIF(PerYES10080G.DoneePAN,J10)+COUNTIF(Per5080G.DoneePAN,J10))",TO_IMPLEMENT,
80G,hidden,X10,,,TO_IMPLEMENT,
80G,hidden,Y10,,,TO_IMPLEMENT,
80G,hidden,Z10,,"IF(RIGHT(TRIM(J10)&""_""&TRIM(X10),7)=""_NoData"",0,
 IF(COUNTIF(comb_80G_A, TRIM(J10)&""_""&TRIM(X10))>1,1,0))",TO_IMPLEMENT,
80G,hidden,AA10,,"COUNTIF(PerNO5080G.DoneePAN,JK10)+COUNTIF(PerYES10080G.DoneePAN,JK10)+COUNTIF(Per5080G.DoneePAN,JK10)",TO_IMPLEMENT,
80G,hidden,D11,,D10+1,TO_IMPLEMENT,
80G,hidden,P11,,"SUM(L11,M11)",TO_IMPLEMENT,
80G,hidden,Q11,,"MIN(SUM(IF(L11>2000,0,L11),M11),TOTAL_INCOME)",TO_IMPLEMENT,
80G,hidden,U11,,"IF(J11="""","""",COUNTIF(PerNO5080G.DoneePAN,J11)+COUNTIF(PerYES10080G.DoneePAN,J11)+COUNTIF(Per5080G.DoneePAN,J11))",TO_IMPLEMENT,
80G,hidden,X11,,,TO_IMPLEMENT,
80G,hidden,Y11,,,TO_IMPLEMENT,
80G,hidden,Z11,,"IF(RIGHT(TRIM(J11)&""_""&TRIM(X11),7)=""_NoData"",0,
 IF(COUNTIF(comb_80G_A, TRIM(J11)&""_""&TRIM(X11))>1,1,0))",TO_IMPLEMENT,
80G,hidden,AA11,,"COUNTIF(PerNO5080G.DoneePAN,JK11)+COUNTIF(PerYES10080G.DoneePAN,JK11)+COUNTIF(Per5080G.DoneePAN,JK11)",TO_IMPLEMENT,
80G,hidden,L13,Per10080G.TotDon100Percent,SUM(Per10080G.DonationAmt),TO_IMPLEMENT,
80G,hidden,M13,Per10080G.TotDonOther100Percent,SUM(Per10080G.DonationAmtOther),TO_IMPLEMENT,
80G,hidden,P13,Per10080G.TotDon100PercentTotal,SUM(Per10080G.DonationAmtTotal),TO_IMPLEMENT,
80G,hidden,Q13,Per10080G.TotElig100Percent,"MIN(SUM(Per10080G.EligibleAmt),TOTAL_INCOME)",TO_IMPLEMENT,
80G,hidden,P22,PerNO5080G.DonationAmtTotal,"SUM(L22,M22)",TO_IMPLEMENT,
80G,hidden,Q22,PerNO5080G.EligibleAmt,"ROUND(MIN((SUM(IF(L22>2000,0,L22),M22))/2,TOTAL_INCOME),0)",TO_IMPLEMENT,
80G,hidden,U22,,"IF(J22="""","""",COUNTIF(Per10080G.DoneePAN,J22)+COUNTIF(PerYES10080G.DoneePAN,J22)+COUNTIF(Per5080G.DoneePAN,J22))",TO_IMPLEMENT,
80G,hidden,X22,Data_80G_B,"IF(L22>0,""Data"",""NoData"")",TO_IMPLEMENT,
80G,hidden,Y22,comb_80G_B,"TRIM(J22)&""_""&TRIM(X22)",TO_IMPLEMENT,
80G,hidden,Z22,Comb_donation_80G_B,"IF(RIGHT(TRIM(J22)&""_""&TRIM(X22),7)=""_NoData"",0,
 IF(COUNTIF(comb_80G_B, TRIM(J22)&""_""&TRIM(X22))>1,1,0))",TO_IMPLEMENT,
80G,hidden,AA22,Comb_PAN_80G_B,"COUNTIF(Per10080G.DoneePAN,JK22)+COUNTIF(PerYES10080G.DoneePAN,JK22)+COUNTIF(Per5080G.DoneePAN,JK22)",TO_IMPLEMENT,
80G,hidden,D23,,D22+1,TO_IMPLEMENT,
80G,hidden,P23,,"SUM(L23,M23)",TO_IMPLEMENT,
80G,hidden,Q23,,"ROUND(MIN((SUM(IF(L23>2000,0,L23),M23))/2,TOTAL_INCOME),0)",TO_IMPLEMENT,
80G,hidden,U23,,"IF(J23="""","""",COUNTIF(Per10080G.DoneePAN,J23)+COUNTIF(PerYES10080G.DoneePAN,J23)+COUNTIF(Per5080G.DoneePAN,J23))",TO_IMPLEMENT,
80G,hidden,X23,,"IF(L23>0,""Data"",""NoData"")",TO_IMPLEMENT,
80G,hidden,Y23,,"TRIM(J23)&""_""&TRIM(X23)",TO_IMPLEMENT,
80G,hidden,Z23,,"IF(RIGHT(TRIM(J23)&""_""&TRIM(X23),7)=""_NoData"",0,
 IF(COUNTIF(comb_80G_B, TRIM(J23)&""_""&TRIM(X23))>1,1,0))",TO_IMPLEMENT,
80G,hidden,AA23,,"COUNTIF(Per10080G.DoneePAN,JK23)+COUNTIF(PerYES10080G.DoneePAN,JK23)+COUNTIF(Per5080G.DoneePAN,JK23)",TO_IMPLEMENT,
80G,hidden,D24,,D23+1,TO_IMPLEMENT,
80G,hidden,P24,,"SUM(L24,M24)",TO_IMPLEMENT,
80G,hidden,Q24,,"ROUND(MIN((SUM(IF(L24>2000,0,L24),M24))/2,TOTAL_INCOME),0)",TO_IMPLEMENT,
80G,hidden,U24,,"IF(J24="""","""",COUNTIF(Per10080G.DoneePAN,J24)+COUNTIF(PerYES10080G.DoneePAN,J24)+COUNTIF(Per5080G.DoneePAN,J24))",TO_IMPLEMENT,
80G,hidden,X24,,,TO_IMPLEMENT,
80G,hidden,Y24,,,TO_IMPLEMENT,
80G,hidden,Z24,,"IF(RIGHT(TRIM(J24)&""_""&TRIM(X24),7)=""_NoData"",0,
 IF(COUNTIF(comb_80G_B, TRIM(J24)&""_""&TRIM(X24))>1,1,0))",TO_IMPLEMENT,
80G,hidden,AA24,,"COUNTIF(Per10080G.DoneePAN,JK24)+COUNTIF(PerYES10080G.DoneePAN,JK24)+COUNTIF(Per5080G.DoneePAN,JK24)",TO_IMPLEMENT,
80G,hidden,D25,,D24+1,TO_IMPLEMENT,
80G,hidden,P25,,"SUM(L25,M25)",TO_IMPLEMENT,
80G,hidden,Q25,,"ROUND(MIN((SUM(IF(L25>2000,0,L25),M25))/2,TOTAL_INCOME),0)",TO_IMPLEMENT,
80G,hidden,U25,,"IF(J25="""","""",COUNTIF(Per10080G.DoneePAN,J25)+COUNTIF(PerYES10080G.DoneePAN,J25)+COUNTIF(Per5080G.DoneePAN,J25))",TO_IMPLEMENT,
80G,hidden,X25,,"IF(L25>0,""Data"",""NoData"")",TO_IMPLEMENT,
80G,hidden,Y25,,,TO_IMPLEMENT,
80G,hidden,Z25,,"IF(RIGHT(TRIM(J25)&""_""&TRIM(X25),7)=""_NoData"",0,
 IF(COUNTIF(comb_80G_B, TRIM(J25)&""_""&TRIM(X25))>1,1,0))",TO_IMPLEMENT,
80G,hidden,AA25,,"COUNTIF(Per10080G.DoneePAN,JK25)+COUNTIF(PerYES10080G.DoneePAN,JK25)+COUNTIF(Per5080G.DoneePAN,JK25)",TO_IMPLEMENT,
80G,hidden,L27,PerNO5080G.TotDon100Percent,SUM(PerNO5080G.DonationAmt),TO_IMPLEMENT,
80G,hidden,M27,PerNO5080G.TotDonOther100Percent,SUM(PerNO5080G.DonationAmtOther),TO_IMPLEMENT,
80G,hidden,P27,PerNO5080G.TotDon100PercentTotal,SUM(PerNO5080G.DonationAmtTotal),TO_IMPLEMENT,
80G,hidden,Q27,PerNO5080G.TotElig100Percent,"ROUND(MIN(SUM(PerNO5080G.EligibleAmt),TOTAL_INCOME),0)",TO_IMPLEMENT,
80G,hidden,P35,PerYES10080G.DonationAmtTotal,"SUM(L35,M35)",TO_IMPLEMENT,
80G,hidden,Q35,PerYES10080G.EligibleAmt,"ROUND(MIN(MIN(SUM(IF(L35>2000,0,L35),M35),TOTAL_INCOME),QualifyingAmount80G),0)",TO_IMPLEMENT,
80G,hidden,U35,,"IF(J35="""","""",COUNTIF(PerNO5080G.DoneePAN,J35)+COUNTIF(Per10080G.DoneePAN,J35)+COUNTIF(Per5080G.DoneePAN,J35))",TO_IMPLEMENT,
80G,hidden,X35,Data_80G_C,"IF(L35>0,""Data"",""NoData"")",TO_IMPLEMENT,
80G,hidden,Y35,comb_80G_C,"TRIM(J35)&""_""&TRIM(X35)",TO_IMPLEMENT,
80G,hidden,Z35,Comb_donation_80G_C,"IF(RIGHT(TRIM(J35)&""_""&TRIM(X35),7)=""_NoData"",0,
 IF(COUNTIF(comb_80G_C, TRIM(J35)&""_""&TRIM(X35))>1,1,0))",TO_IMPLEMENT,
80G,hidden,AA35,Comb_PAN_80G_C,"COUNTIF(PerNO5080G.DoneePAN,JK35)+COUNTIF(PerYES10080G.DoneePAN,JK35)+COUNTIF(Per5080G.DoneePAN,JK35)",TO_IMPLEMENT,
80G,hidden,D36,,D35+1,TO_IMPLEMENT,
80G,hidden,P36,,"SUM(L36,M36)",TO_IMPLEMENT,
80G,hidden,Q36,,"ROUND(MIN(MIN(SUM(IF(L36>2000,0,L36),M36),TOTAL_INCOME),QualifyingAmount80G),0)",TO_IMPLEMENT,
80G,hidden,U36,,"IF(J36="""","""",COUNTIF(PerNO5080G.DoneePAN,J36)+COUNTIF(Per10080G.DoneePAN,J36)+COUNTIF(Per5080G.DoneePAN,J36))",TO_IMPLEMENT,
80G,hidden,X36,,"IF(L36>0,""Data"",""NoData"")",TO_IMPLEMENT,
80G,hidden,Y36,,"TRIM(J36)&""_""&TRIM(X36)",TO_IMPLEMENT,
80G,hidden,Z36,,"IF(RIGHT(TRIM(J36)&""_""&TRIM(X36),7)=""_NoData"",0,
 IF(COUNTIF(comb_80G_C, TRIM(J36)&""_""&TRIM(X36))>1,1,0))",TO_IMPLEMENT,
80G,hidden,AA36,,"COUNTIF(PerNO5080G.DoneePAN,JK36)+COUNTIF(PerYES10080G.DoneePAN,JK36)+COUNTIF(Per5080G.DoneePAN,JK36)",TO_IMPLEMENT,
80G,hidden,D37,,D36+1,TO_IMPLEMENT,
80G,hidden,P37,,"SUM(L37,M37)",TO_IMPLEMENT,
80G,hidden,Q37,,"ROUND(MIN(MIN(SUM(IF(L37>2000,0,L37),M37),TOTAL_INCOME),QualifyingAmount80G),0)",TO_IMPLEMENT,
80G,hidden,U37,,"IF(J37="""","""",COUNTIF(PerNO5080G.DoneePAN,J37)+COUNTIF(Per10080G.DoneePAN,J37)+COUNTIF(Per5080G.DoneePAN,J37))",TO_IMPLEMENT,
80G,hidden,X37,,,TO_IMPLEMENT,
80G,hidden,Y37,,"TRIM(J37)&""_""&TRIM(X37)",TO_IMPLEMENT,
80G,hidden,Z37,,"IF(RIGHT(TRIM(J37)&""_""&TRIM(X37),7)=""_NoData"",0,
 IF(COUNTIF(comb_80G_C, TRIM(J37)&""_""&TRIM(X37))>1,1,0))",TO_IMPLEMENT,
80G,hidden,AA37,,"COUNTIF(PerNO5080G.DoneePAN,JK37)+COUNTIF(PerYES10080G.DoneePAN,JK37)+COUNTIF(Per5080G.DoneePAN,JK37)",TO_IMPLEMENT,
80G,hidden,D38,,D37+1,TO_IMPLEMENT,
80G,hidden,P38,,"SUM(L38,M38)",TO_IMPLEMENT,
80G,hidden,Q38,,"ROUND(MIN(MIN(SUM(IF(L38>2000,0,L38),M38),TOTAL_INCOME),QualifyingAmount80G),0)",TO_IMPLEMENT,
80G,hidden,U38,,"IF(J38="""","""",COUNTIF(PerNO5080G.DoneePAN,J38)+COUNTIF(Per10080G.DoneePAN,J38)+COUNTIF(Per5080G.DoneePAN,J38))",TO_IMPLEMENT,
80G,hidden,X38,,,TO_IMPLEMENT,
80G,hidden,Y38,,,TO_IMPLEMENT,
80G,hidden,Z38,,"IF(RIGHT(TRIM(J38)&""_""&TRIM(X38),7)=""_NoData"",0,
 IF(COUNTIF(comb_80G_C, TRIM(J38)&""_""&TRIM(X38))>1,1,0))",TO_IMPLEMENT,
80G,hidden,AA38,,"COUNTIF(PerNO5080G.DoneePAN,JK38)+COUNTIF(PerYES10080G.DoneePAN,JK38)+COUNTIF(Per5080G.DoneePAN,JK38)",TO_IMPLEMENT,
80G,hidden,L40,PerYES10080G.TotDon100Percent,SUM(PerYES10080G.DonationAmt),TO_IMPLEMENT,
80G,hidden,M40,PerYES10080G.TotDonOther100Percent,SUM(PerYES10080G.DonationAmtOther),TO_IMPLEMENT,
80G,hidden,P40,PerYES10080G.TotDon100PercentTotal,SUM(PerYES10080G.DonationAmtTotal),TO_IMPLEMENT,
80G,hidden,Q40,PerYES10080G.TotElig100Percent,"ROUND(MIN(C_Eligible,CD_EligibleAmount),0)",TO_IMPLEMENT,
80G,hidden,P48,Per5080G.DonationAmtTotal,"SUM(L48,M48)",TO_IMPLEMENT,
80G,hidden,Q48,Per5080G.EligibleAmt,"ROUND(MIN(TOTAL_INCOME,MIN(CDE_EligibleAmount,(SUM(IF(L48>2000,0,L48),M48))/2)),0)",TO_IMPLEMENT,
80G,hidden,U48,,"IF(J48="""","""",COUNTIF(PerNO5080G.DoneePAN,J48)+COUNTIF(PerYES10080G.DoneePAN,J48)+COUNTIF(Per10080G.DoneePAN,J48))",TO_IMPLEMENT,
80G,hidden,W48,Per5080G.DonationAmt_temp,"IF(L48>2000,0,L48)",TO_IMPLEMENT,
80G,hidden,X48,Data_80G_D,"IF(L48>0,""Data"",""NoData"")",TO_IMPLEMENT,
80G,hidden,Y48,comb_80G_D,"TRIM(J48)&""_""&TRIM(X48)",TO_IMPLEMENT,
80G,hidden,Z48,Comb_donation_80G_D,"IF(RIGHT(TRIM(J48)&""_""&TRIM(X48),7)=""_NoData"",0,
 IF(COUNTIF(comb_80G_D, TRIM(J48)&""_""&TRIM(X48))>1,1,0))",TO_IMPLEMENT,
80G,hidden,AA48,Comb_PAN_80G_D,"COUNTIF(PerNO5080G.DoneePAN,JK48)+COUNTIF(PerYES10080G.DoneePAN,JK48)+COUNTIF(Per5080G.DoneePAN,JK48)",TO_IMPLEMENT,
80G,hidden,AZ48,,"COUNTIF(PerNO5080G.DoneePAN,AI48)+COUNTIF(PerYES10080G.DoneePAN,AI48)+COUNTIF(Per5080G.DoneePAN,AI48)",TO_IMPLEMENT,
80G,hidden,D49,,D48+1,TO_IMPLEMENT,
80G,hidden,P49,,"SUM(L49,M49)",TO_IMPLEMENT,
80G,hidden,Q49,,"ROUND(MIN(TOTAL_INCOME,MIN(CDE_EligibleAmount,(SUM(IF(L49>2000,0,L49),M49))/2)),0)",TO_IMPLEMENT,
80G,hidden,U49,,"IF(J49="""","""",COUNTIF(PerNO5080G.DoneePAN,J49)+COUNTIF(PerYES10080G.DoneePAN,J49)+COUNTIF(Per10080G.DoneePAN,J49))",TO_IMPLEMENT,
80G,hidden,W49,,"IF(L49>2000,0,L49)",TO_IMPLEMENT,
80G,hidden,X49,,,TO_IMPLEMENT,
80G,hidden,Y49,,,TO_IMPLEMENT,
80G,hidden,Z49,,"IF(RIGHT(TRIM(J49)&""_""&TRIM(X49),7)=""_NoData"",0,
 IF(COUNTIF(comb_80G_D, TRIM(J49)&""_""&TRIM(X49))>1,1,0))",TO_IMPLEMENT,
80G,hidden,AA49,,"COUNTIF(PerNO5080G.DoneePAN,JK49)+COUNTIF(PerYES10080G.DoneePAN,JK49)+COUNTIF(Per5080G.DoneePAN,JK49)",TO_IMPLEMENT,
80G,hidden,AZ49,,"COUNTIF(PerNO5080G.DoneePAN,AI49)+COUNTIF(PerYES10080G.DoneePAN,AI49)+COUNTIF(Per5080G.DoneePAN,AI49)",TO_IMPLEMENT,
80G,hidden,D50,,D49+1,TO_IMPLEMENT,
80G,hidden,P50,,"SUM(L50,M50)",TO_IMPLEMENT,
80G,hidden,Q50,,"ROUND(MIN(TOTAL_INCOME,MIN(CDE_EligibleAmount,(SUM(IF(L50>2000,0,L50),M50))/2)),0)",TO_IMPLEMENT,
80G,hidden,U50,,"IF(J50="""","""",COUNTIF(PerNO5080G.DoneePAN,J50)+COUNTIF(PerYES10080G.DoneePAN,J50)+COUNTIF(Per10080G.DoneePAN,J50))",TO_IMPLEMENT,
80G,hidden,W50,,"IF(L50>2000,0,L50)",TO_IMPLEMENT,
80G,hidden,X50,,,TO_IMPLEMENT,
80G,hidden,Y50,,,TO_IMPLEMENT,
80G,hidden,Z50,,"IF(RIGHT(TRIM(J50)&""_""&TRIM(X50),7)=""_NoData"",0,
 IF(COUNTIF(comb_80G_D, TRIM(J50)&""_""&TRIM(X50))>1,1,0))",TO_IMPLEMENT,
80G,hidden,AA50,,"COUNTIF(PerNO5080G.DoneePAN,JK50)+COUNTIF(PerYES10080G.DoneePAN,JK50)+COUNTIF(Per5080G.DoneePAN,JK50)",TO_IMPLEMENT,
80G,hidden,AZ50,,"COUNTIF(PerNO5080G.DoneePAN,AI50)+COUNTIF(PerYES10080G.DoneePAN,AI50)+COUNTIF(Per5080G.DoneePAN,AI50)",TO_IMPLEMENT,
80G,hidden,D51,,D50+1,TO_IMPLEMENT,
80G,hidden,P51,,"SUM(L51,M51)",TO_IMPLEMENT,
80G,hidden,Q51,,"ROUND(MIN(TOTAL_INCOME,MIN(CDE_EligibleAmount,(SUM(IF(L51>2000,0,L51),M51))/2)),0)",TO_IMPLEMENT,
80G,hidden,U51,,"IF(J51="""","""",COUNTIF(PerNO5080G.DoneePAN,J51)+COUNTIF(PerYES10080G.DoneePAN,J51)+COUNTIF(Per10080G.DoneePAN,J51))",TO_IMPLEMENT,
80G,hidden,W51,,"IF(L51>2000,0,L51)",TO_IMPLEMENT,
80G,hidden,X51,,,TO_IMPLEMENT,
80G,hidden,Y51,,,TO_IMPLEMENT,
80G,hidden,Z51,,"IF(RIGHT(TRIM(J51)&""_""&TRIM(X51),7)=""_NoData"",0,
 IF(COUNTIF(comb_80G_D, TRIM(J51)&""_""&TRIM(X51))>1,1,0))",TO_IMPLEMENT,
80G,hidden,AA51,,"COUNTIF(PerNO5080G.DoneePAN,JK51)+COUNTIF(PerYES10080G.DoneePAN,JK51)+COUNTIF(Per5080G.DoneePAN,JK51)",TO_IMPLEMENT,
80G,hidden,AZ51,,"COUNTIF(PerNO5080G.DoneePAN,AI51)+COUNTIF(PerYES10080G.DoneePAN,AI51)+COUNTIF(Per5080G.DoneePAN,AI51)",TO_IMPLEMENT,
80G,hidden,L53,Per5080G.TotDon100Percent,SUM(Per5080G.DonationAmt),TO_IMPLEMENT,
80G,hidden,M53,Per5080G.TotDonother100Percent,SUM(Per5080G.DonationAmtOther),TO_IMPLEMENT,
80G,hidden,P53,Per5080G.TotDon100PercentTotal,SUM(Per5080G.DonationAmtTotal),TO_IMPLEMENT,
80G,hidden,Q53,Per5080G.TotElig100Percent;TOTAL_INCOME\,"ROUND(MIN(TOTAL_INCOME,MIN(CDE_EligibleAmount,VALUE((SUM(Per5080G.DonationAmt_temp)+Per5080G.TotDonother100Percent)/2))),0)",TO_IMPLEMENT,
80G,hidden,N57,Per5080G.TotalDonationsUs80G,"ROUND(Per5080G.TotDon100Percent+PerYES10080G.TotDon100Percent+PerNO5080G.TotDon100Percent+Per10080G.TotDon100Percent,0)",TO_IMPLEMENT,
80G,hidden,O57,Per5080G.TotalDonationsOtherUs80G,"ROUND(Per10080G.TotDonOther100Percent+PerNO5080G.TotDonOther100Percent+PerYES10080G.TotDonOther100Percent+Per5080G.TotDonother100Percent,0)",TO_IMPLEMENT,
80G,hidden,P57,Per5080G.TotalDonationsUs80GTotal,"SUM(Per10080G.TotDon100PercentTotal,PerNO5080G.TotDon100PercentTotal,PerYES10080G.TotDon100PercentTotal,Per5080G.TotDon100PercentTotal)",TO_IMPLEMENT,
80G,hidden,Q57,Per5080G.TotalEligibleDonationsUs80G,"IF(IncD.GrossTotIncome>0,MIN(ROUND(Per5080G.TotElig100Percent+PerYES10080G.TotElig100Percent+PerNO5080G.TotElig100Percent+Per10080G.TotElig100Percent,0),(IncD.GrossTotIncome)),0)",TO_IMPLEMENT,
80GGA,hidden,O8,Donation_total_80GGA,"MAX(SUM(M8,N8),0)",TO_IMPLEMENT,
80GGA,hidden,P8,Donation_Eligible_80GGA,"MIN(SUM(IF(M8>S8,0,M8),N8),TOTAL_INCOME)",TO_IMPLEMENT,
80GGA,hidden,S8,,"IF(M8=0,0,2000)",TO_IMPLEMENT,
80GGA,hidden,D9,,D8+1,TO_IMPLEMENT,
80GGA,hidden,O9,,"MAX(SUM(M9,N9),0)",TO_IMPLEMENT,
80GGA,hidden,P9,,"MIN(SUM(IF(M9>S9,0,M9),N9),TOTAL_INCOME)",TO_IMPLEMENT,
80GGA,hidden,S9,,"IF(M9=0,0,2000)",TO_IMPLEMENT,
80GGA,hidden,D10,,D9+1,TO_IMPLEMENT,
80GGA,hidden,O10,,"MAX(SUM(M10,N10),0)",TO_IMPLEMENT,
80GGA,hidden,P10,,"MIN(SUM(IF(M10>S10,0,M10),N10),TOTAL_INCOME)",TO_IMPLEMENT,
80GGA,hidden,S10,,,TO_IMPLEMENT,
80GGA,hidden,D11,,D10+1,TO_IMPLEMENT,
80GGA,hidden,O11,,"MAX(SUM(M11,N11),0)",TO_IMPLEMENT,
80GGA,hidden,P11,,"MIN(SUM(IF(M11>S11,0,M11),N11),TOTAL_INCOME)",TO_IMPLEMENT,
80GGA,hidden,S11,,,TO_IMPLEMENT,
80GGA,hidden,M13,Total_DonationInCash_80GGA,SUM(Donation_cash_80GGA),TO_IMPLEMENT,
80GGA,hidden,N13,Total_DonationInOtherMode_80GGA,SUM(Donation_other_80GGA),TO_IMPLEMENT,
80GGA,hidden,O13,Total_Donation_80GGA,"IF(BacValue=1,0,SUM(Donation_total_80GGA))",TO_IMPLEMENT,
80GGA,hidden,P13,Total_Donation_Eligible_80GGA,"IF(BacValue=1,0,SUM(Donation_Eligible_80GGA))",TO_IMPLEMENT,
80GGC,hidden,H8,TotalDonation_80GGC,"MAX(SUM(F8,G8),0)",TO_IMPLEMENT,
80GGC,hidden,I8,EligibleAmountofDonation_80GGC,"MIN(SUM(IF(F8>0,0,F8),G8),TOTAL_INCOME)",TO_IMPLEMENT,
80GGC,hidden,S8,,"IF(M8<>"""",VLOOKUP(MID(M8,1,4),IFSCBank,2,FALSE))",TO_IMPLEMENT,
80GGC,hidden,U8,,"IF(F8>0,1,0)",TO_IMPLEMENT,
80GGC,hidden,D9,,D8+1,TO_IMPLEMENT,
80GGC,hidden,H9,,"MAX(SUM(F9,G9),0)",TO_IMPLEMENT,
80GGC,hidden,I9,,,TO_IMPLEMENT,
80GGC,hidden,S9,,,TO_IMPLEMENT,
80GGC,hidden,U9,,"IF(F9>0,0,0)",TO_IMPLEMENT,
80GGC,hidden,D10,,D9+1,TO_IMPLEMENT,
80GGC,hidden,H10,,,TO_IMPLEMENT,
80GGC,hidden,I10,,,TO_IMPLEMENT,
80GGC,hidden,S10,,,TO_IMPLEMENT,
80GGC,hidden,U10,,,TO_IMPLEMENT,
80GGC,hidden,D11,,,TO_IMPLEMENT,
80GGC,hidden,H11,,"MAX(SUM(F11,G11),0)",TO_IMPLEMENT,
80GGC,hidden,I11,,"MIN(SUM(IF(F11>0,0,F11),G11),TOTAL_INCOME)",TO_IMPLEMENT,
80GGC,hidden,S11,,"IF(M11<>"""",VLOOKUP(MID(M11,1,4),IFSCBank,2,FALSE))",TO_IMPLEMENT,
80GGC,hidden,U11,,"IF(F11>0,0,0)",TO_IMPLEMENT,
80GGC,hidden,D12,,,TO_IMPLEMENT,
80GGC,hidden,H12,,"MAX(SUM(F12,G12),0)",TO_IMPLEMENT,
80GGC,hidden,I12,,"MIN(SUM(IF(F12>0,0,F12),G12),TOTAL_INCOME)",TO_IMPLEMENT,
80GGC,hidden,S12,,"IF(M12<>"""",VLOOKUP(MID(M12,1,4),IFSCBank,2,FALSE))",TO_IMPLEMENT,
80GGC,hidden,U12,,"IF(F12>0,0,0)",TO_IMPLEMENT,
80GGC,hidden,D13,,,TO_IMPLEMENT,
80GGC,hidden,H13,,"MAX(SUM(F13,G13),0)",TO_IMPLEMENT,
80GGC,hidden,I13,,"MIN(SUM(IF(F13>0,0,F13),G13),TOTAL_INCOME)",TO_IMPLEMENT,
80GGC,hidden,S13,,"IF(M13<>"""",VLOOKUP(MID(M13,1,4),IFSCBank,2,FALSE))",TO_IMPLEMENT,
80GGC,hidden,U13,,"IF(F13>0,0,0)",TO_IMPLEMENT,
80GGC,hidden,D14,,,TO_IMPLEMENT,
80GGC,hidden,H14,,"MAX(SUM(F14,G14),0)",TO_IMPLEMENT,
80GGC,hidden,I14,,"MIN(SUM(IF(F14>0,0,F14),G14),TOTAL_INCOME)",TO_IMPLEMENT,
80GGC,hidden,S14,,"IF(M14<>"""",VLOOKUP(MID(M14,1,4),IFSCBank,2,FALSE))",TO_IMPLEMENT,
80GGC,hidden,U14,,"IF(F14>0,0,0)",TO_IMPLEMENT,
80GGC,hidden,D15,,,TO_IMPLEMENT,
80GGC,hidden,H15,,"MAX(SUM(F15,G15),0)",TO_IMPLEMENT,
80GGC,hidden,I15,,"MIN(SUM(IF(F15>0,0,F15),G15),TOTAL_INCOME)",TO_IMPLEMENT,
80GGC,hidden,S15,,"IF(M15<>"""",VLOOKUP(MID(M15,1,4),IFSCBank,2,FALSE))",TO_IMPLEMENT,
80GGC,hidden,U15,,"IF(F15>0,0,0)",TO_IMPLEMENT,
80GGC,hidden,D16,,,TO_IMPLEMENT,
80GGC,hidden,H16,,"MAX(SUM(F16,G16),0)",TO_IMPLEMENT,
80GGC,hidden,I16,,"MIN(SUM(IF(F16>0,0,F16),G16),TOTAL_INCOME)",TO_IMPLEMENT,
